epoch	batch_idx	data_type	tot_loss	recon_loss	pred_loss	kld_loss	prop_mse_loss	run_time
0	0	train	8.695292282	3.49896369	5.19632864	3.18E-09	0	7.17988
0	1	train	8.705213165	3.521471643	5.183741474	3.18E-09	0	0.5371
0	2	train	8.678063202	3.505678606	5.172384739	3.18E-09	0	0.54717
0	3	train	8.64031353	3.510082674	5.130230999	3.17E-09	0	0.55161
0	4	train	8.650650024	3.500170231	5.150479507	3.17E-09	0	0.55912
0	5	train	8.687705803	3.490185642	5.197520161	3.17E-09	0	0.55302
0	6	train	8.641414833	3.485016441	5.156398296	3.17E-09	0	0.55037
0	7	train	8.641117096	3.495843649	5.145273495	3.15E-09	0	0.55378
0	8	train	8.604202652	3.478855944	5.125346756	3.14E-09	0	0.56012
0	9	train	8.614317703	3.462309074	5.152008533	3.14E-09	0	0.55108
0	10	train	8.610883331	3.456368542	5.154514408	3.15E-09	0	0.55112
0	11	train	8.610886765	3.448417473	5.162469196	3.13E-09	0	0.55823
0	12	train	8.551486397	3.423069429	5.128417015	3.12E-09	0	0.5507
0	13	train	8.56480484	3.429088593	5.135716248	3.12E-09	0	0.55449
0	14	train	8.556559372	3.408553457	5.148005962	3.09E-09	0	0.56018
0	15	train	8.525437164	3.393492317	5.131944752	3.10E-09	0	0.54466
0	16	train	8.505105972	3.378067827	5.127038288	3.09E-09	0	0.59982
0	17	train	8.521820831	3.36194725	5.15987339	3.07E-09	0	0.51834
0	18	train	8.458104706	3.337598467	5.120506001	3.06E-09	0	0.55212
0	19	train	8.479987144	3.321485043	5.158502007	3.05E-09	0	0.58139
0	20	train	8.375238228	3.29341383	5.081824303	3.05E-09	0	0.52624
0	21	train	8.374554253	3.281881285	5.092673111	3.04E-09	0	0.55612
0	22	train	8.35937767	3.266064215	5.093313599	3.02E-09	0	0.5616
0	23	train	8.328868294	3.228951645	5.099916553	3.00E-09	0	0.54998
0	24	train	8.298012733	3.22310214	5.07491045	2.98E-09	0	0.56222
0	25	train	8.303596115	3.196177387	5.107418633	2.98E-09	0	0.54575
0	26	train	8.214912033	3.1672472	5.047665024	2.96E-09	0	0.5566
0	27	train	8.250701332	3.150023222	5.100678158	2.96E-09	0	0.56591
0	28	train	8.159382057	3.125315666	5.034066582	2.95E-09	0	0.54366
0	29	train	8.145042801	3.088122749	5.056919861	2.93E-09	0	0.56055
0	30	train	8.107481194	3.044594383	5.062886906	2.91E-09	0	0.54561
0	31	train	8.059480286	3.03088479	5.028595543	2.91E-09	0	0.56262
0	32	train	8.010355091	2.991025114	5.019330025	2.90E-09	0	0.5457
0	33	train	7.990053654	2.973302603	5.016751003	2.90E-09	0	0.5573
0	34	train	7.988123131	2.945452118	5.042671108	2.86E-09	0	0.56133
0	35	train	7.9186759	2.925019264	4.993656635	2.87E-09	0	0.5553
0	36	train	7.89330883	2.879084015	5.014224911	2.85E-09	0	0.54639
0	37	train	7.875801945	2.858088493	5.017713642	2.83E-09	0	0.55456
0	38	train	7.777240849	2.794941568	4.982299232	2.82E-09	0	0.55774
0	39	train	7.785731602	2.779981327	5.00575037	2.82E-09	0	0.55562
0	40	train	7.732307529	2.747951651	4.984355831	2.82E-09	0	0.55738
0	41	train	7.676919556	2.702875996	4.974043655	2.80E-09	0	0.56153
0	42	train	7.635589695	2.656550169	4.979039478	2.79E-09	0	0.55337
0	43	train	7.550329781	2.624590158	4.92573967	2.78E-09	0	0.55596
0	44	train	7.518700504	2.595036507	4.923663998	2.77E-09	0	0.55722
0	45	train	7.471671104	2.552207184	4.919464016	2.77E-09	0	0.55364
0	46	train	7.40316515	2.506549597	4.896615601	2.76E-09	0	0.55994
0	47	train	7.361615658	2.475634241	4.885981464	2.75E-09	0	0.56412
0	48	train	7.350165081	2.43932147	4.910843563	2.75E-09	0	0.55525
0	49	train	7.258242035	2.395091963	4.86315012	2.75E-09	0	0.55516
0	50	train	7.252423954	2.363226795	4.889197159	2.75E-09	0	0.55632
0	51	train	7.19016571	2.314319277	4.875846386	2.77E-09	0	0.55709
0	52	train	7.12415123	2.279228306	4.844923115	2.76E-09	0	0.56214
0	53	train	7.091881943	2.253211164	4.838670731	2.76E-09	0	0.55213
0	54	train	7.025901127	2.19992609	4.825975037	2.79E-09	0	0.55973
0	55	train	6.983808136	2.157196569	4.826611614	2.80E-09	0	0.56076
0	56	train	6.934289837	2.122776127	4.811513805	2.78E-09	0	0.55728
0	57	train	6.876409626	2.082179499	4.794229984	2.80E-09	0	0.55862
0	58	train	6.843838215	2.046951056	4.796887207	2.80E-09	0	0.55302
0	59	train	6.76586647	2.002690625	4.763175964	2.85E-09	0	0.55851
0	60	train	6.73270607	1.969925666	4.76278038	2.85E-09	0	0.55987
0	61	train	6.702484417	1.936592388	4.765891933	2.88E-09	0	0.55424
0	62	train	6.649448776	1.886022639	4.763426113	2.88E-09	0	0.56112
0	63	train	6.558693695	1.854982352	4.703711319	2.91E-09	0	0.57193
0	64	train	6.547306156	1.818127012	4.729179192	2.92E-09	0	0.54646
0	65	train	6.495212078	1.783903694	4.711308384	2.96E-09	0	0.56141
0	66	train	6.440302658	1.751768517	4.688534069	3.01E-09	0	0.55788
0	67	train	6.380584812	1.716802335	4.663782406	3.05E-09	0	0.56647
0	68	train	6.32711134	1.685274529	4.641836834	3.08E-09	0	0.55837
0	69	train	6.345061779	1.654935718	4.690126038	3.13E-09	0	0.55779
0	70	train	6.230467129	1.625736332	4.604730797	3.17E-09	0	0.56433
0	71	train	6.263071823	1.585545158	4.677526665	3.20E-09	0	0.58429
0	72	train	6.161889553	1.569145918	4.592743587	3.25E-09	0	0.54741
0	73	train	6.161346912	1.532332182	4.629014778	3.31E-09	0	0.56255
0	74	train	6.078715801	1.50867939	4.570036411	3.36E-09	0	0.56404
0	75	train	6.010449219	1.470919132	4.539530182	3.42E-09	0	0.56724
0	76	train	6.011028004	1.45902667	4.55200119	3.50E-09	0	0.56591
0	77	train	5.946573448	1.432968402	4.513605022	3.54E-09	0	0.56139
0	78	train	5.947821236	1.40888989	4.538931465	3.63E-09	0	0.57216
0	79	train	5.914676285	1.381207013	4.533469296	3.69E-09	0	0.56468
0	80	train	5.874526119	1.36790967	4.506616497	3.80E-09	0	0.56026
0	81	train	5.848105907	1.346793365	4.501312542	3.86E-09	0	0.56304
0	82	train	5.814344406	1.337724352	4.476620102	3.91E-09	0	0.54522
0	83	train	5.727753162	1.313424373	4.414328766	4.01E-09	0	0.56968
0	84	train	5.734577656	1.297183347	4.437394238	4.13E-09	0	0.56846
0	85	train	5.685991383	1.276874018	4.409117222	4.21E-09	0	0.55247
0	86	train	5.69620533	1.259756327	4.436448956	4.28E-09	0	0.56775
0	87	train	5.631878853	1.250013876	4.381865025	4.42E-09	0	0.57047
0	88	train	5.627494717	1.246168065	4.381326675	4.51E-09	0	0.58795
0	89	train	5.586804485	1.237951207	4.348853302	4.61E-09	0	0.55654
0	90	train	5.601473045	1.222624302	4.378848648	4.71E-09	0	0.56308
0	91	train	5.519766903	1.203739047	4.316028023	4.83E-09	0	0.56127
0	92	train	5.525247574	1.194567132	4.330680466	4.97E-09	0	0.56199
0	93	train	5.463285446	1.189022017	4.274263477	5.09E-09	0	0.5711
0	94	train	5.452677536	1.178217125	4.274460411	5.23E-09	0	0.54668
0	95	train	5.462189293	1.183061814	4.279127407	5.33E-09	0	0.55951
0	96	train	5.415472889	1.161790609	4.253682232	5.49E-09	0	0.56958
0	97	train	5.39196291	1.16184597	4.23011694	5.62E-09	0	0.55897
0	98	train	5.437945366	1.156492996	4.281452465	5.77E-09	0	0.5629
0	99	train	5.38803072	1.139391828	4.248638916	5.87E-09	0	0.54929
0	100	train	5.351361179	1.144143057	4.207218075	6.09E-09	0	0.56661
0	101	train	5.264389992	1.131573892	4.132816219	6.28E-09	0	0.55706
0	102	train	5.254397297	1.127692127	4.12670517	6.37E-09	0	0.55691
0	103	train	5.265466881	1.121933699	4.14353323	6.54E-09	0	0.56019
0	104	train	5.274430275	1.132678556	4.141751671	6.77E-09	0	0.56483
0	105	train	5.208332062	1.109880996	4.098451138	6.90E-09	0	0.56806
0	106	train	5.207594681	1.102923584	4.104671097	7.05E-09	0	0.57388
0	107	train	5.182072163	1.105612445	4.076459742	7.24E-09	0	0.56434
0	108	train	5.097130394	1.094842672	4.002287722	7.47E-09	0	0.56563
0	109	train	5.130129433	1.102144933	4.027984571	7.67E-09	0	0.56511
0	110	train	5.043848228	1.097232509	3.946615601	7.86E-09	0	0.56332
0	111	train	5.064719677	1.096686316	3.968033361	8.13E-09	0	0.57392
0	112	train	5.027017975	1.092025924	3.934992027	8.34E-09	0	0.57941
0	113	train	4.995308018	1.082870531	3.912437344	8.52E-09	0	0.59167
0	114	train	4.993183231	1.075212622	3.917970562	8.77E-09	0	0.56127
0	115	train	4.976980114	1.06634326	3.910636806	9.03E-09	0	0.56261
0	116	train	5.084575844	1.068360925	4.016214895	9.27E-09	0	0.57078
0	117	train	4.949778557	1.063910842	3.885867786	9.60E-09	0	0.55885
0	118	train	4.933109474	1.068330097	3.864779329	9.87E-09	0	0.57159
0	119	train	4.878311062	1.066177726	3.812133312	1.02E-08	0	0.56163
0	120	train	4.912772942	1.046146154	3.866626835	1.05E-08	0	0.56075
0	121	train	4.84886837	1.052466202	3.796402073	1.08E-08	0	0.56791
0	122	train	4.820967865	1.047312856	3.773654938	1.11E-08	0	0.55509
0	123	train	4.787421227	1.035898733	3.751522446	1.14E-08	0	0.56756
0	124	train	4.834013844	1.040931797	3.793081951	1.19E-08	0	0.55989
0	125	train	4.747248554	1.043603849	3.703644705	1.22E-08	0	0.56397
0	126	train	4.815027618	1.020453286	3.794574261	1.25E-08	0	0.56451
0	127	train	4.714355564	1.02692039	3.687435293	1.29E-08	0	0.56949
0	128	train	4.75019722	1.029902649	3.720294571	1.34E-08	0	0.55342
0	129	train	4.699919987	1.026407385	3.673512602	1.37E-08	0	0.56089
0	130	train	4.677818966	1.028265524	3.649553442	1.43E-08	0	0.56797
0	131	train	4.687011433	1.022615242	3.664396238	1.46E-08	0	0.56871
0	132	train	4.61555624	1.018598795	3.596957397	1.51E-08	0	0.5596
0	133	train	4.589117622	1.007205844	3.581911659	1.57E-08	0	0.56295
0	134	train	4.620407867	1.011096311	3.609311628	1.60E-08	0	0.5622
0	135	train	4.594032764	1.005191708	3.588841105	1.66E-08	0	0.56553
0	136	train	4.569828796	1.007646441	3.562182331	1.71E-08	0	0.56442
0	137	train	4.588777733	1.002254498	3.586523247	1.77E-08	0	0.57385
0	138	train	4.51712904	1.00482173	3.51230731	1.83E-08	0	0.555
0	139	train	4.521032429	0.985638011	3.535394335	1.89E-08	0	0.56354
0	140	train	4.486806393	0.991341197	3.495465183	1.94E-08	0	0.56715
0	141	train	4.443283176	0.982102561	3.461180639	2.00E-08	0	0.55773
0	142	train	4.449378014	0.988074708	3.461303186	2.04E-08	0	0.57166
0	143	train	4.408794594	0.962757099	3.446037531	2.12E-08	0	0.56669
0	144	train	4.424001598	0.981042838	3.442958927	2.18E-08	0	0.55676
0	145	train	4.399685192	0.971853971	3.427831221	2.26E-08	0	0.56712
0	146	train	4.425315094	0.962337935	3.462977123	2.35E-08	0	0.56396
0	147	train	4.331204319	0.968974841	3.36222949	2.41E-08	0	0.566
0	148	train	4.302184677	0.96169318	3.340491533	2.50E-08	0	0.56893
0	149	train	4.28268528	0.956989563	3.325695848	2.59E-08	0	0.55926
0	150	train	4.320641899	0.962459517	3.35818243	2.66E-08	0	0.57365
0	151	train	4.27047205	0.952572739	3.317899323	2.73E-08	0	0.56594
0	152	train	4.290374851	0.954556751	3.3358181	2.85E-08	0	0.56518
0	153	train	4.216365147	0.946444917	3.269920254	2.94E-08	0	0.56259
0	154	train	4.2875144	0.943748581	3.343765831	3.05E-08	0	0.55668
0	155	train	4.221004105	0.945825505	3.275178671	3.18E-08	0	0.57515
0	156	train	4.17864151	0.929289925	3.249351549	3.26E-08	0	0.57076
0	157	train	4.184132385	0.925972521	3.258159828	3.39E-08	0	0.56092
0	158	train	4.078410149	0.929049551	3.149360657	3.50E-08	0	0.56196
0	159	train	4.116747236	0.929662669	3.187084532	3.64E-08	0	0.57279
