id,reconstruct_smiles,raw_smiles,tanimoto_similarity,reconstruct_molwt,reconstruct_logp,raw_molwt,raw_logp,delta_molwt,delta_logp
1,CC(=O)C(=O)c1ccc(Cl)cc1Cl,CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.256097561,217.051,2.7651000000000012,294.34999999999997,3.858920000000003,-77.29899999999998,-1.0938200000000018
2,C/C(=N\c1ccccn1)c1ccc(O)cc1O,C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.621107266,228.25099999999998,2.633500000000001,243.26199999999997,2.944100000000001,-15.010999999999996,-0.3106
3,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.948535936,349.4120000000001,0.3181000000000002,334.39700000000005,0.8607999999999998,15.015000000000043,-0.5426999999999995
4,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0.871921182,436.1240000000001,-1.8688000000000007,573.1990000000004,-2.4315999999999995,-137.07500000000033,0.5627999999999989
5,OC1C=CC=CC=1/C=N/CC1C2=CC=CN=C2C(=CC=1)O,NCCNCc1ccc(O)c2ncccc12,0.733870968,278.311,3.2651000000000026,217.272,0.9886999999999995,61.03899999999999,2.2764000000000033
6,Oc1ccccc1CNCc1ccccc1,COc1ccc(/C=C/C=O)cc1,0.26056338,213.28,2.6820000000000013,162.188,1.9073,51.09200000000001,0.7747000000000013
7,c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.979522184,382.55800000000005,5.884000000000004,466.7200000000001,8.224600000000006,-84.16200000000003,-2.340600000000002
8,N1C(C/C(=N\C2=CC=CC=C12)/C)=O,C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.293739968,174.20299999999997,2.1212,914.5479999999999,5.800600000000007,-740.3449999999999,-3.6794000000000073
9,CCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.995198079,627.408,2.1811,641.4350000000001,2.571200000000001,-14.027000000000044,-0.3901000000000012
10,O=C(Cn1cncn1)N1CCC(c2ccc(Cl)cc2Cl)=N1,O=C(Cn1cncn1)N1CCC(c2ccccc2)=N1,0.838592233,324.171,2.2215,255.281,0.9146999999999997,68.88999999999999,1.3068
