reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.444730077,1.0,0.09546950000000082
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.444730077,2.0,0.040829500000000685
C(COc1nc(OCCOCC2CO2)nc(OCCCCC2CO2)n1)OCC1CO1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.152827918,0.01,0.014770475000000394
C(COc1nc(OCCOCC2CO2)nc(OCCCCC2CO2)n1)OCC1CO1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.152827918,0.05,0.189822225
CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.925541126,0.1,0.16556666666666736
CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.925541126,0.5,0.08386766666666556
CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.925541126,5.0,0.06692650000000155
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,1.0,0.03740257499999844
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,0.1,0.007495999999999392
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,0.01,0.07416950000000022
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,0.05,0.05605137499999946
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,0.001,0.21179049999999977
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,5.0,0.028557833333334726
O=Cc1cc2cc([N+](=O)[O-])ccc2nc1Cl,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.497101449,0.005,0.058081999999999634
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.379828326,0.1,0.295289
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.379828326,0.5,0.17538299999999962
CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.379828326,5.0,0.008745333333334715
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.1,0.03674133333333196
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.05,0.0648224999999999
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.05,0.0648224999999999
CCc1ccc(/C=N\NC(N)=S)cc1,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.588461538,0.2,0.024247214285715413
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.1,0.043359833333334596
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.01,0.02008799999999966
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.05,0.05318433333333372
Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.470359572,0.005,0.059239499999999556
CCCN(CCC)Cc1ccc2cccnc2c1O,NCCNCc1ccc(O)c2ncccc12,0.666666667,1.0,0.047922500000001755
CCCN(CCC)Cc1ccc2cccnc2c1O,NCCNCc1ccc(O)c2ncccc12,0.666666667,0.1,0.09822550000000008
CCCN(CCC)Cc1ccc2cccnc2c1O,NCCNCc1ccc(O)c2ncccc12,0.666666667,0.01,0.12917416666666526
CCCN(CCC)Cc1ccc2cccnc2c1O,NCCNCc1ccc(O)c2ncccc12,0.666666667,0.001,0.17457050000000085
COc1cc(O)ccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.434733258,5.0,0.006050499999999404
