SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,Concentration_mM,IE
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,1.0,0.8820828333333326
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.1,0.7778675476190472
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.01,0.7261156666666656
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.5,0.8227951309523808
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.05,0.7549318809523804
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.001,0.7271514999999994
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,5.0,0.895781225
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.25,0.8016679642857142
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.005,0.7219829999999994
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,2.0,0.890350141666666
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.2,0.7975524642857139
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.4,0.8218450309523804
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.8,0.8824936666666661
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,2.5,0.890808891666666
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,1.0,0.8937780238095259
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.1,0.8056979166666671
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.01,0.7570498333333338
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.5,0.831751291666666
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.05,0.7752049166666675
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.001,0.7445971666666664
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,5.0,0.9256055416666668
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.25,0.8077603750000004
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.005,0.7363666666666664
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,2.0,0.9023677988095252
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.2,0.8055680416666671
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.4,0.832415541666666
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.8,0.8933238904761925
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,2.5,0.9051317988095253
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,1.0,0.7781715000000011
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.1,0.5263565000000002
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.01,0.6012900000000004
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.5,0.6750545000000011
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.05,0.6067040000000007
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.001,0.5705705000000005
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,5.0,0.8046930000000014
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.25,0.5606130000000006
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.005,0.5636545000000005
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,2.0,0.780168500000001
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.2,0.5567605000000007
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.4,0.664462000000001
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.8,0.778116500000001
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,2.5,0.7820735000000011
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.1657350292684341,-1.868800000000001,436.1240000000001,6,8,236.6,11,1.0,0.8114620000000009
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.1657350292684341,-1.868800000000001,436.1240000000001,6,8,236.6,11,0.1,0.7096270000000007
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.1657350292684341,-1.868800000000001,436.1240000000001,6,8,236.6,11,0.01,0.6443924999999996
