SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,Concentration_mM
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,1.0
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.1
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.01
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.5
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.05
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.001
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,5.0
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.25
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.005
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,2.0
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.2
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.4
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,0.8
CC(=O)C(=O)c1ccc(Cl)cc1Cl,0.5632983707032221,2.765100000000001,217.051,2,0,34.14,2,2.5
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,1.0
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.1
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.01
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.5
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.05
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.001
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,5.0
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.25
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.005
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,2.0
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.2
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.4
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,0.8
C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.7763475292435363,2.633500000000001,228.251,4,2,65.71000000000001,2,2.5
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,1.0
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.1
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.01
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.5
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289478739,0.3181000000000002,349.4120000000001,5,3,112.73,4,0.05
