0.072108081	 4.9327	 780.844	 1.0	 0.0	 24.72	 22.0	 0.6025	 0.05	 4.0	 1.0	 0.0	 0.0
0.693869236	 2.61592	 299.326	 5.0	 1.0	 70.75	 4.0	 0.709	 0.001	 1.0	 0.0	 4.0	 0.0
0.806113567	 3.1595	 291.354	 3.0	 1.0	 48.99	 3.0	 0.942	 0.1	 3.0	 0.0	 1.0	 0.0
0.500938839	 1.9073	 162.188	 2.0	 0.0	 26.3	 3.0	 0.84	 0.1	 0.0	 0.0	 2.0	 0.0
0.687292653	 1.5779	 160.176	 3.0	 1.0	 38.05	 1.0	 0.887	 5.0	 2.0	 0.0	 1.0	 0.0
0.544882981	 3.7156	 419.437	 7.0	 3.0	 103.62	 5.0	 0.472	 0.05	 3.0	 0.0	 5.0	 0.0
0.301956265	 -1.099	 399.207	 2.0	 1.0	 45.34	 4.0	 0.543	 0.1	 3.0	 0.0	 1.0	 0.0
0.66715862	 2.1936	 224.223	 5.0	 0.0	 64.7	 2.0	 0.9743	 1.2	 4.0	 0.0	 1.0	 0.0
0.460770699	 4.39792	 265.316	 3.0	 0.0	 54.15	 3.0	 0.8988	 0.01	 3.0	 0.0	 1.0	 0.0
0.625606628	 2.2088	 223.235	 4.0	 0.0	 47.26	 2.0	 0.866	 0.1	 3.0	 0.0	 1.0	 0.0
0.7570681	 3.0935	 248.285	 2.0	 1.0	 45.75	 2.0	 0.92	 0.1	 2.0	 0.0	 1.0	 0.0
0.337684219	 6.9778	 372.518	 4.0	 0.0	 24.72	 5.0	 0.7259	 0.1	 2.0	 2.0	 0.0	 0.0
0.046089926	 6.4931	 836.952	 1.0	 0.0	 24.72	 26.0	 0.6156	 0.05	 4.0	 1.0	 0.0	 0.0
0.388816583	 0.2487	 180.236	 3.0	 2.0	 63.3	 2.0	 0.9	 0.5	 4.0	 1.0	 0.0	 0.0
0.64136038	 0.9402	 214.261	 4.0	 0.0	 40.22	 2.0	 0.929	 1.0	 0.0	 0.0	 4.0	 0.0
0.75995588	 1.6968	 264.3	 3.0	 0.0	 40.62	 5.0	 0.582	 0.001	 2.0	 0.0	 2.0	 0.0
0.388816583	 0.2487	 180.236	 3.0	 2.0	 63.3	 2.0	 0.706	 0.15	 4.0	 1.0	 0.0	 0.0
0.114326601	 3.8418	 741.449	 4.0	 1.0	 55.4	 17.0	 0.945	 0.05	 2.0	 1.0	 3.0	 0.0
0.544882981	 3.7156	 419.437	 7.0	 3.0	 103.62	 5.0	 0.653	 0.1	 3.0	 0.0	 5.0	 0.0
0.615241469	 1.0773	 316.277	 8.0	 0.0	 115.75	 4.0	 0.988	 1.0	 6.0	 0.0	 4.0	 0.0
0.408306999	 1.1856	 168.152	 4.0	 1.0	 78.39	 2.0	 0.861	 1.0	 2.0	 0.0	 3.0	 0.0
0.403203132	 2.5895	 240.218	 3.0	 1.0	 76.0	 1.0	 0.401	 0.001	 2.0	 0.0	 3.0	 0.0
0.405536783	 3.6718	 461.01	 7.0	 1.0	 81.65	 8.0	 0.83	 1.0	 6.0	 0.0	 1.0	 0.0
0.510666528	 1.4711	 163.136	 3.0	 1.0	 71.82	 1.0	 0.759	 1.0	 3.0	 0.0	 2.0	 0.0
0.415737599	 5.635	 345.452	 5.0	 0.0	 38.67	 2.0	 0.96	 1.0	 3.0	 2.0	 0.0	 0.0
0.527576502	 4.2351	 323.359	 4.0	 1.0	 67.35	 2.0	 0.505	 0.01	 5.0	 0.0	 0.0	 0.0
0.605331363	 2.8121	 209.252	 2.0	 2.0	 54.7	 1.0	 0.841	 0.5	 3.0	 0.0	 0.0	 0.0
0.774127202	 3.15682	 227.263	 3.0	 2.0	 52.82	 2.0	 0.85	 1.0	 1.0	 0.0	 2.0	 0.0
0.020655321	 11.0515	 813.636	 6.0	 2.0	 73.8	 34.0	 0.996	 0.48	 5.0	 0.0	 2.0	 0.0
0.341201529	 6.38474	 458.359	 4.0	 1.0	 50.94	 3.0	 0.944	 0.1	 3.0	 0.0	 1.0	 0.0
0.78147657	 3.8784	 393.56	 4.0	 1.0	 48.1	 5.0	 0.946	 0.01	 5.0	 1.0	 0.0	 0.0
0.553031528	 0.0237	 365.411	 6.0	 4.0	 132.96	 4.0	 0.934	 5.0	 3.0	 1.0	 5.0	 0.0
0.638054264	 3.8256	 219.287	 1.0	 0.0	 12.89	 2.0	 0.9474	 1.0	 1.0	 0.0	 0.0	 0.0
0.388816583	 0.2487	 180.236	 3.0	 2.0	 63.3	 2.0	 0.877	 0.5	 4.0	 1.0	 0.0	 0.0
0.572529309	 0.3642	 407.314	 6.0	 1.0	 111.42	 4.0	 0.2012	 1.0	 3.0	 2.0	 5.0	 0.0
0.544882981	 3.7156	 419.437	 7.0	 3.0	 103.62	 5.0	 0.93	 1.0	 3.0	 0.0	 5.0	 0.0
0.860282465	 3.5624	 258.365	 3.0	 1.0	 36.36	 6.0	 0.817	 0.001	 2.0	 0.0	 1.0	 0.0
0.837907871	 2.8496	 271.272	 4.0	 2.0	 79.12	 4.0	 0.8753	 1.0	 1.0	 0.0	 4.0	 0.0
0.295692545	 7.096	 400.572	 4.0	 0.0	 24.72	 7.0	 0.583	 0.5	 2.0	 2.0	 0.0	 0.0
0.639898884	 1.4545	 159.192	 3.0	 1.0	 43.84	 1.0	 0.423	 0.1	 3.0	 0.0	 0.0	 0.0
0.424381502	 -0.6719	 121.161	 3.0	 3.0	 63.32	 2.0	 0.14	 0.1	 1.0	 1.0	 2.0	 0.0
0.377652927	 2.591	 380.585	 8.0	 3.0	 81.24	 16.0	 0.8715	 0.1	 8.0	 0.0	 0.0	 0.0
0.114326601	 3.8418	 741.449	 4.0	 1.0	 55.4	 17.0	 0.878	 0.0075	 2.0	 1.0	 3.0	 0.0
0.53696154	 2.729	 277.331	 3.0	 3.0	 69.39	 4.0	 0.809	 0.1	 5.0	 0.0	 0.0	 0.0
0.395512834	 0.5519	 223.257	 3.0	 3.0	 87.71	 3.0	 0.813	 0.05	 3.0	 1.0	 2.0	 0.0
0.229643581	 7.875	 476.583	 4.0	 0.0	 50.5	 6.0	 0.8111	 1.0	 4.0	 0.0	 0.0	 0.0
0.273145912	 3.8015	 268.099	 2.0	 0.0	 43.14	 2.0	 0.95	 1.0	 1.0	 0.0	 2.0	 0.0
0.529675929	 -0.0649	 135.13	 4.0	 2.0	 80.48	 0.0	 0.699	 1.0	 5.0	 0.0	 0.0	 0.0
0.761334114	 1.4157	 218.256	 4.0	 2.0	 68.37	 4.0	 0.989	 1.0	 2.0	 0.0	 2.0	 0.0
0.605331363	 2.8121	 209.252	 2.0	 2.0	 54.7	 1.0	 0.791	 0.1	 3.0	 0.0	 0.0	 0.0
0.370191345	 -1.1031	 294.18	 1.0	 0.0	 8.81	 5.0	 0.851	 0.5	 2.0	 0.0	 0.0	 0.0
0.658777772	 2.15392	 239.278	 3.0	 1.0	 54.35	 3.0	 0.631	 0.25	 3.0	 0.0	 1.0	 0.0
0.765927801	 2.1351	 259.242	 4.0	 2.0	 67.79	 6.0	 0.8194	 0.5	 1.0	 0.0	 4.0	 1.0
0.697015693	 5.0777	 268.404	 2.0	 1.0	 24.39	 0.0	 0.897	 1.0	 2.0	 0.0	 0.0	 0.0
0.480899034	 4.0981	 281.315	 4.0	 0.0	 63.38	 4.0	 0.9205	 0.01	 3.0	 0.0	 2.0	 0.0
0.644676517	 1.4351	 174.203	 3.0	 0.0	 30.35	 2.0	 0.928	 1.0	 2.0	 0.0	 1.0	 0.0
0.408306999	 1.1856	 168.152	 4.0	 1.0	 78.39	 2.0	 0.69	 0.01	 2.0	 0.0	 3.0	 0.0
0.777972763	 3.7469	 282.73	 2.0	 1.0	 45.75	 2.0	 0.928	 1.0	 2.0	 0.0	 1.0	 0.0
0.539835439	 0.6551	 371.322	 1.0	 0.0	 8.81	 7.0	 0.942	 0.1	 2.0	 0.0	 0.0	 0.0
0.716617402	 3.9942	 291.306	 3.0	 2.0	 69.89	 3.0	 0.8822	 0.75	 1.0	 0.0	 3.0	 0.0
0.533791648	 2.5087	 281.271	 5.0	 0.0	 78.03	 2.0	 0.822	 0.01	 3.0	 0.0	 3.0	 0.0
0.456223236	 4.7429	 285.734	 3.0	 0.0	 54.15	 3.0	 0.9069	 0.05	 3.0	 0.0	 1.0	 0.0
0.031007293	 9.0754	 977.068	 4.0	 0.0	 43.18	 29.0	 0.9418	 0.05	 4.0	 0.0	 2.0	 0.0
0.800122242	 3.7227	 326.831	 4.0	 1.0	 30.87	 0.0	 0.916	 0.1	 4.0	 0.0	 0.0	 0.0
0.070237473	 4.1416	 740.67	 15.0	 11.0	 267.29	 4.0	 0.8572	 2.0	 0.0	 0.0	 15.0	 0.0
0.475094253	 3.4462	 299.294	 5.0	 1.0	 139.87	 7.0	 0.967	 1.0	 7.0	 0.0	 2.0	 0.0
0.632365415	 1.0216	 147.181	 2.0	 2.0	 54.7	 1.0	 0.634	 1.0	 3.0	 0.0	 0.0	 0.0
0.13866625	 2.5712	 641.435	 4.0	 1.0	 55.4	 15.0	 0.675	 0.0075	 2.0	 1.0	 3.0	 0.0
0.460770699	 4.39792	 265.316	 3.0	 0.0	 54.15	 3.0	 0.9425	 0.05	 3.0	 0.0	 1.0	 0.0
0.436026139	 4.2811	 312.423	 4.0	 2.0	 57.36	 4.0	 0.971	 1.0	 4.0	 2.0	 0.0	 0.0
0.679034271	 3.43811	 287.175	 4.0	 1.0	 45.97	 2.0	 0.82	 0.1	 4.0	 1.0	 0.0	 0.0
0.882795609	 2.9651	 274.32	 4.0	 2.0	 71.45	 2.0	 0.85	 0.001	 2.0	 0.0	 3.0	 0.0
0.542892761	 3.4899	 356.466	 3.0	 1.0	 54.45	 6.0	 0.98	 1.0	 2.0	 0.0	 2.0	 0.0
0.645836573	 1.6848	 172.187	 3.0	 0.0	 34.89	 2.0	 0.642	 0.5	 2.0	 0.0	 1.0	 0.0
0.679034271	 3.43811	 287.175	 4.0	 1.0	 45.97	 2.0	 0.91	 0.5	 4.0	 1.0	 0.0	 0.0
0.424381502	 -0.6719	 121.161	 3.0	 3.0	 63.32	 2.0	 0.2	 0.5	 1.0	 1.0	 2.0	 0.0
0.638054264	 3.8256	 219.287	 1.0	 0.0	 12.89	 2.0	 0.9103	 0.5	 1.0	 0.0	 0.0	 0.0
0.172953213	 -2.58292	 488.413	 12.0	 7.0	 252.06	 4.0	 0.9127	 0.5	 6.0	 0.0	 9.0	 0.0
0.112539311	 -15.2306	 1134.987	 35.0	 21.0	 554.05	 7.0	 0.397	 0.01	 0.0	 0.0	 35.0	 0.0
0.341689578	 -0.5355	 306.351	 6.0	 4.0	 104.1	 4.0	 0.978	 1.0	 6.0	 1.0	 2.0	 0.0
0.538786429	 1.2404	 301.306	 8.0	 2.0	 108.31	 5.0	 0.87	 1.0	 5.0	 0.0	 3.0	 0.0
0.306154442	 6.872	 420.512	 4.0	 0.0	 43.18	 7.0	 0.7737	 0.05	 2.0	 0.0	 2.0	 0.0
0.405536783	 3.6718	 461.01	 7.0	 1.0	 81.65	 8.0	 0.802	 0.5	 6.0	 0.0	 1.0	 0.0
0.525476715	 5.30382	 375.859	 3.0	 1.0	 46.92	 4.0	 0.782	 0.001	 3.0	 0.0	 1.0	 0.0
0.275418237	 7.6787	 402.569	 5.0	 0.0	 24.72	 4.0	 0.7906	 0.1	 2.0	 3.0	 0.0	 0.0
0.652198006	 3.7919	 256.374	 3.0	 1.0	 15.6	 3.0	 0.682	 0.25	 2.0	 1.0	 0.0	 0.0
0.237675584	 6.8904	 431.669	 5.0	 0.0	 63.38	 18.0	 0.962	 0.1	 5.0	 0.0	 1.0	 0.0
0.322645251	 0.997	 330.333	 10.0	 1.0	 116.92	 5.0	 0.891	 1.0	 8.0	 1.0	 2.0	 0.0
0.324228952	 7.1031	 388.517	 5.0	 0.0	 33.95	 6.0	 0.82	 1.0	 2.0	 2.0	 1.0	 0.0
0.301956265	 -1.099	 399.207	 2.0	 1.0	 45.34	 4.0	 0.888	 1.0	 3.0	 0.0	 1.0	 0.0
0.397901645	 0.5679	 225.273	 4.0	 3.0	 79.87	 3.0	 0.88	 1.0	 3.0	 1.0	 2.0	 0.0
0.64283812	 1.5098	 288.303	 5.0	 2.0	 88.52	 5.0	 0.59	 0.001	 2.0	 0.0	 4.0	 0.0
0.072108081	 4.9327	 780.844	 1.0	 0.0	 24.72	 22.0	 0.4472	 0.01	 4.0	 1.0	 0.0	 0.0
0.59458768	 1.685	 246.27	 6.0	 0.0	 61.53	 5.0	 0.938	 1.0	 4.0	 0.0	 2.0	 0.0
0.540203252	 4.57127	 339.439	 3.0	 2.0	 53.11	 4.0	 0.65	 0.001	 3.0	 1.0	 0.0	 0.0
0.13866625	 2.5712	 641.435	 4.0	 1.0	 55.4	 15.0	 0.918	 0.05	 2.0	 1.0	 3.0	 0.0
0.678032221	 1.2906	 205.257	 3.0	 0.0	 28.3	 5.0	 0.954	 0.1	 1.0	 0.0	 2.0	 0.0
0.056274874	 8.5357	 645.94	 1.0	 1.0	 29.1	 33.0	 0.946	 0.1	 2.0	 0.0	 1.0	 0.0
0.46018745	 4.0895	 251.289	 3.0	 0.0	 54.15	 3.0	 0.9363	 0.05	 3.0	 0.0	 1.0	 0.0
0.435602071	 1.1435	 265.294	 5.0	 3.0	 96.92	 4.0	 0.968	 2.0	 3.0	 1.0	 3.0	 0.0
0.492567582	 5.61224	 389.886	 3.0	 1.0	 46.92	 4.0	 0.892	 0.1	 3.0	 0.0	 1.0	 0.0
0.28602442	 8.1616	 429.35	 2.0	 0.0	 24.72	 5.0	 0.9287	 0.25	 2.0	 0.0	 0.0	 0.0
0.3143137	 3.8473	 411.558	 8.0	 4.0	 106.68	 13.0	 0.959	 0.5	 9.0	 0.0	 0.0	 0.0
0.840443782	 3.78052	 255.342	 3.0	 1.0	 29.1	 1.0	 0.89	 0.1	 1.0	 1.0	 1.0	 0.0
0.489912417	 3.7097	 472.563	 9.0	 0.0	 81.16	 0.0	 0.992	 0.05	 2.0	 1.0	 6.0	 0.0
0.525476715	 5.30382	 375.859	 3.0	 1.0	 46.92	 4.0	 0.87	 0.1	 3.0	 0.0	 1.0	 0.0
