reconstruct_smiles,raw_smiles,tanimoto_similarity,Concentration_mM,IE_abs
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10889099999999774
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06434966666666542
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.03248341666666643
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.053743999999998016
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.02580833333333199
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.05479358333333373
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10881349999999779
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06270916666666537
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.0367762499999994
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.05509799999999776
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.02444483333333214
CCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.05483758333333377
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10881549999999773
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06321816666666524
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.032147916666666054
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.05448799999999776
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.05,0.02522633333333202
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.005,0.05658158333333385
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,1.0,0.10881549999999773
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.1,0.06283016666666541
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.01,0.03690224999999947
CCCCCCCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.388059701,0.5,0.05484599999999762
