SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,Concentration_mM,IE
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,1.0,0.9475858000000009
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.1,0.944454249999998
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.01,0.9153144999999968
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.5,0.947167833333335
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.05,0.9086014999999976
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.001,0.7959110000000008
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,5.0,0.9504363000000017
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.25,0.9435012499999995
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.005,0.7847235000000008
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,2.0,0.9444378000000015
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.2,0.9436832499999994
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.4,0.9475013333333347
CCCCCCCCCCCCCCCCC1=Nn2cnnc2N(CCC)C(=O)C1,0.2717151442171987,6.500300000000007,417.64200000000017,5,0,63.38,17,0.8,0.9481808000000007
