id,reconstruct_smiles,raw_smiles,tanimoto_similarity,reconstruct_molwt,reconstruct_logp,raw_molwt,raw_logp,delta_molwt,delta_logp
1,CCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1033.1759999999992,10.635799999999996,914.5479999999999,5.800600000000007,118.62799999999936,4.835199999999989
2,CCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1047.202999999999,11.025899999999995,914.5479999999999,5.800600000000007,132.65499999999918,5.225299999999987
3,CCCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1075.2569999999992,11.80609999999999,914.5479999999999,5.800600000000007,160.70899999999926,6.005499999999983
4,CCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1061.229999999999,11.415999999999993,914.5479999999999,5.800600000000007,146.68199999999922,5.615399999999986
5,CCCCCCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1117.3379999999993,12.976399999999984,914.5479999999999,5.800600000000007,202.7899999999994,7.175799999999977
6,CCCCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1089.2839999999992,12.196199999999987,914.5479999999999,5.800600000000007,174.7359999999993,6.3955999999999795
7,CCCCCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1103.3109999999992,12.586299999999987,914.5479999999999,5.800600000000007,188.76299999999935,6.78569999999998
8,CCCCCCCCCCCCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.568253968,1131.364999999999,13.366499999999983,914.5479999999999,5.800600000000007,216.8169999999992,7.565899999999975
9,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.388059701,522.6970000000003,4.897600000000004,645.9400000000004,8.535700000000006,-123.24300000000005,-3.6381000000000014
10,CCCCCCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCCCCCC)C1=O,CCCCCCCCCCC1=Nn2cnnc2N(CCCCCCCCCC)C(=O)C1,0.81533101,656.1009999999998,12.987899999999978,431.6690000000005,6.890400000000008,224.43199999999928,6.097499999999971
