SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,Concentration_mM,IE
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,1.0,0.29666950000000086
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.1,0.043811000000000135
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.01,0.05788500000000019
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.5,0.15976650000000034
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.05,0.0580165000000002
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.001,0.05479800000000019
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,5.0,0.32911700000000066
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.25,0.07311850000000022
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.005,0.05479800000000019
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,2.0,0.32092950000000076
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.2,0.07311850000000022
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.4,0.15976650000000034
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,0.8,0.29076550000000084
C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5642749540498659,-1.174199999999997,411.346,6,2,110.29,4,2.5,0.32057950000000074
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,1.0,0.9369934999999978
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.1,0.8908579999999986
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.01,0.8757220000000016
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.5,0.882653166666666
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.05,0.8737945000000009
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.001,0.8205954999999996
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,5.0,0.9386554999999983
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.25,0.886560999999999
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.005,0.7957055
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,2.0,0.9364319999999983
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.2,0.886933999999999
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.4,0.882741166666666
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,0.8,0.9376469999999979
COc1ccc(OC)c(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)c1,0.5863827837983316,3.0633000000000017,342.3470000000001,5,1,82.06,8,2.5,0.9361669999999981
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,1.0,0.9187355000000036
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.1,0.7449090000000018
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.01,0.6242940000000006
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.5,0.8284310000000003
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.05,0.6242240000000011
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.001,0.5501115000000004
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,5.0,0.9230830000000038
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.25,0.7600485000000016
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.005,0.5554945000000004
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,2.0,0.9187555000000036
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.2,0.7574010000000019
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.4,0.8247810000000002
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,0.8,0.9187215000000034
CCCCCCn1cc[n+](C)c1.[I-],0.3701913453705745,-1.1030999999999975,294.17999999999995,1,0,8.809999999999999,5,2.5,0.9187555000000036
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,1.0,0.9677074999999971
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.1,0.9011994999999986
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.01,0.8236788333333337
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.5,0.9369314999999985
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.05,0.8385676666666672
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.001,0.7536924999999995
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,5.0,0.9819730000000019
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.25,0.9203689999999982
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.005,0.7455979999999996
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,2.0,0.9777220000000014
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.2,0.9199914999999984
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.4,0.9364914999999984
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,0.8,0.9675809999999972
CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.6779094832202139,3.423600000000002,292.433,6,1,41.38,5,2.5,0.9816600000000029
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.5530315284690744,0.0237000000000004,365.4110000000001,6,4,132.96,4,1.0,0.7498429999999981
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.5530315284690744,0.0237000000000004,365.4110000000001,6,4,132.96,4,0.1,0.42043333333333266
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.5530315284690744,0.0237000000000004,365.4110000000001,6,4,132.96,4,0.01,0.41505649999999955
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.5530315284690744,0.0237000000000004,365.4110000000001,6,4,132.96,4,0.5,0.6221323333333344
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.5530315284690744,0.0237000000000004,365.4110000000001,6,4,132.96,4,0.05,0.4120484999999995
